userId,train,gt,rec_AMR_text,CR_AMR_text,PB_AMR_text,FA_AMR_text,NO_AMR_text,DI_AMR_text,CB_AMR_text,RC_AMR_text,ND_AMR_text,CV_AMR_text
11,"[1665, 778, 2959, 784, 1042, 1682, 2580, 788, 2710, 2712, 2329, 3101, 1278, 543, 1059, 2598, 2858, 3499, 1198, 2355, 435, 2997, 3255, 1080, 1213, 1089, 1732, 3396, 2762, 587, 1358, 590, 593, 2136, 216, 1244, 608, 481, 3809, 357, 104, 1136, 1394, 2804, 246, 1784, 2302, 2431]","[3107, 515, 454, 2791, 231, 3176, 586, 2795, 1197, 1777, 2706, 342, 3448, 2683, 2396, 318]","[2599, 1476, 2700, 2396, 231, 1517, 1060, 1120, 1968, 1617]",0.0,0.020693430656934304,0.10000000000000009,11.64561234171822,0.6148148148148148,2.7628954778942587,0.125,0.17993148201117176,0.8969072164948454
12,"[1252, 3785, 1198, 111, 2804, 3897, 858, 923, 1247]","[593, 1193, 919]","[2858, 260, 1196, 908, 903, 318, 1193, 1203, 2997, 1219]",0.0,0.03927007299270073,0.13866171003717476,10.814133739153885,0.794074074074074,2.9934708011988063,0.3333333333333333,0.15642624200758548,0.8969072164948454
13,"[260, 1287, 648, 1544, 1291, 780, 1429, 153, 1690, 3745, 165, 1446, 421, 552, 2987, 1580, 1197, 1198, 2094, 434, 1587, 3256, 2105, 2617, 316, 318, 1216, 2115, 2628, 329, 2686, 1097, 1356, 589, 590, 2640, 2002, 2135, 1370, 1372, 1375, 1376, 736, 2916, 3175, 2028, 1262, 368, 1393, 2046]","[1527, 517, 2470, 2054, 457, 1196, 592, 593, 2161, 2641, 919, 2968, 1374]","[733, 1527, 1374, 3082, 1371, 3654, 1552, 2353, 1917, 457]",0.0,0.020693430656934304,0.10000000000000009,11.64561234171822,0.5044444444444445,3.9315979128720864,0.23076923076923078,0.3125291152215463,0.8969072164948454
14,"[608, 2243, 2692, 2694, 3623, 2686, 2858, 2572, 2826, 2762, 1968, 2997, 2396, 1982]","[3354, 2959]","[2959, 3147, 2716, 593, 2028, 3408, 3176, 2336, 2599, 1617]",0.0,0.01083941605839416,0.10000000000000009,11.738900922132366,0.7259259259259261,2.938176262822648,0.5,0.6131471927654584,0.8969072164948454
15,"[2567, 2058, 524, 2581, 539, 2598, 3623, 3624, 1586, 2617, 2115, 1608, 587, 3147, 1615, 593, 1617, 1619, 1625, 104, 3176, 1644, 1645, 2161, 628, 2683, 2688, 3717, 1672, 648, 653, 2706, 2712, 161, 1193, 3753, 1196, 1198, 3256, 1729, 1732, 2762, 2763, 3798, 733, 231, 748, 1271, 1784, 2302, 260, 2826, 1291, 780, 2841, 805, 2858, 300, 3386, 318, 832, 2882, 344, 2394, 1370, 2396, 2916, 357, 367, 2424, 2959, 2961, 1968, 434, 2997, 2490, 2501, 457, 2506, 3534, 2001, 2002, 1500, 2028, 1527]","[517, 2694, 266, 1805, 141, 2702, 788, 3354, 3499, 1580, 2605, 442, 1213, 2881, 1485, 3408, 2640, 2908, 1892, 368, 1777, 1909]","[736, 2881, 1721, 3408, 2628, 608, 454, 377, 1917, 3082]",0.1,0.030766423357664236,0.13582443653618048,10.79648641447098,0.7118518518518518,4.957925472905702,0.09090909090909091,0.23365080824310533,0.8969072164948454
16,"[2723, 2629, 3175, 2568, 266, 2987, 2572, 1682, 2581, 2805, 1911, 2394, 2683]","[2761, 2355, 2701]","[2762, 2961, 2881, 2396, 2688, 2841, 2605, 2336, 2706, 2355]",0.0,0.0,1.0,12.560332834212442,0.8111111111111111,5.437269830519837,0.3333333333333333,0.13565197343244778,0.8969072164948454
17,"[2058, 529, 541, 2599, 3624, 2600, 1580, 1584, 2105, 590, 1614, 2640, 593, 1617, 595, 2140, 2657, 3175, 628, 1653, 3701, 3717, 3744, 1185, 3745, 3751, 1193, 1196, 1200, 1206, 3256, 1213, 1214, 2762, 3793, 1748, 1240, 223, 3300, 235, 750, 3827, 1270, 247, 1284, 260, 780, 2346, 2858, 2355, 316, 329, 1356, 1358, 2901, 1370, 2908, 2396, 1374, 2916, 1909, 1921, 3471, 913, 924, 942, 2501, 454, 3527, 968, 457, 2011, 2021, 2028, 1527, 2554, 1019, 2046]","[1376, 1729, 1635, 707, 163, 2407, 1097, 3147, 300, 589, 2288, 1779, 1077, 2455, 1624, 318, 1215]","[589, 608, 1372, 2628, 1676, 1097, 1965, 318, 1077, 2407]",0.1,0.022007299270072993,0.17031509121061372,10.828450312172473,0.7453439153439153,2.3228204214739527,0.29411764705882354,0.49779626886687345,0.8969072164948454
18,"[1028, 1029, 2054, 1544, 1033, 2573, 532, 1562, 2082, 2085, 2087, 552, 3623, 2090, 1580, 1587, 2100, 3639, 2105, 2617, 1089, 2115, 2628, 1097, 586, 588, 589, 590, 592, 594, 596, 3668, 2140, 95, 2145, 1635, 3175, 616, 1643, 2161, 2686, 648, 1676, 653, 1682, 2194, 153, 1690, 158, 2718, 1185, 1186, 2723, 163, 3751, 3753, 1193, 1196, 1197, 1198, 1711, 1200, 3252, 1207, 3255, 3257, 1721, 2248, 1739, 2763, 3793, 1234, 1240, 1246, 222, 737, 232, 2797, 2291, 1271, 1784, 260, 261, 262, 1801, 778, 2826, 266, 1805, 2336, 288, 2858, 2355, 3396, 838, 3398, 327, 1367, 1882, 2394, 353, 1378, 2916, 1387, 367, 1391, 3439, 1907, 2421, 3448, 377, 2948, 919, 920, 2470, 1960, 940, 1968, 434, 454, 3527, 2001, 466, 2002, 475, 1500, 485, 2021, 2025, 2028, 1527, 1022]","[1291, 780, 2701, 2959, 1552, 2078, 2080, 2081, 2083, 421, 2089, 1962, 2987, 555, 2622, 1215, 1732, 3911, 2253, 2384, 1617, 595, 1876, 1242, 736, 368, 1275, 1918]","[595, 1291, 2078, 318, 780, 1242, 2761, 457, 1302, 1270]",0.0,0.0333941605839416,0.20666666666666678,10.162640068209615,0.8696296296296296,3.0548282918581786,0.17857142857142858,0.6325414799409712,0.8969072164948454
19,"[1029, 2064, 2078, 2080, 2087, 3623, 2600, 2599, 2089, 3624, 2094, 1584, 3639, 1080, 2622, 1090, 2115, 2628, 1608, 1097, 588, 589, 2640, 593, 594, 595, 596, 3175, 1644, 1645, 111, 2160, 3701, 2683, 1148, 2692, 3717, 2694, 648, 2700, 1682, 2195, 2710, 2716, 2717, 165, 1193, 1200, 1206, 1214, 1215, 3264, 1219, 2762, 3793, 1234, 1240, 733, 223, 1258, 1261, 1262, 1270, 1275, 1278, 1792, 260, 1291, 2336, 2338, 2858, 2860, 2353, 2355, 1339, 318, 2366, 1345, 1350, 329, 842, 1356, 1370, 858, 2394, 1373, 1372, 1376, 1387, 368, 1909, 1911, 2428, 1918, 1407, 2948, 2959, 3471, 919, 2987, 940, 2490, 1982, 2502, 3527, 457, 1994, 2001, 2002, 1527, 1022]","[2568, 3082, 1552, 2324, 2455, 2841, 3744, 2081, 420, 2085, 1961, 1196, 1580, 1198, 1197, 2761, 592, 1371, 1374, 1375, 2021, 3176, 2028, 377]","[1198, 1197, 1196, 2028, 2706, 1136, 2617, 1266, 2997, 1374]",0.0,0.0,1.0,12.560332834212442,0.7887830687830689,4.135090206132871,0.20833333333333334,0.6274092458891772,0.8969072164948454
20,"[3717, 648, 3753, 2858, 457, 2028, 589, 2641, 1527, 1371, 1694]","[1240, 1617, 1375, 3527]","[1240, 1198, 1200, 3793, 3624, 318, 260, 1196, 3623, 780]",0.0,0.03927007299270073,0.13866171003717476,10.814133739153885,0.6611111111111111,2.0292929594345117,0.25,0.3903800499921017,0.8969072164948454
21,"[3745, 2761, 2987, 2700, 1645, 2355, 3000, 2394]","[588, 2701, 596]","[1907, 2959, 3793, 595, 260, 1261, 1215, 1148, 1033, 661]",0.0,0.03875912408759124,0.1467043314500942,10.29576065905715,0.8014814814814816,3.421598539695073,0.0,0.0,0.8969072164948454
22,"[2054, 1544, 2572, 1037, 1552, 2064, 543, 2081, 3107, 555, 1584, 2100, 1080, 1089, 2628, 1608, 1097, 586, 587, 2124, 589, 592, 1625, 3176, 104, 111, 1136, 1653, 3210, 2195, 1687, 2716, 161, 163, 165, 3753, 1197, 1198, 3255, 1214, 1215, 1732, 1222, 2763, 1748, 1240, 216, 1246, 1247, 223, 3809, 3300, 2791, 2797, 1261, 2291, 1270, 248, 1278, 1792, 2826, 1291, 780, 784, 786, 2324, 3868, 798, 288, 2858, 316, 318, 1358, 849, 1876, 344, 858, 1882, 1370, 353, 1391, 368, 370, 1394, 1909, 377, 2428, 1405, 1917, 1921, 908, 910, 1429, 919, 2987, 2478, 434, 2997, 2490, 442, 1476, 2502, 454, 457, 1994, 1485, 466, 474, 2011, 3037, 3039, 485, 1517, 1527, 1020, 2046]","[256, 648, 1676, 532, 2717, 1438, 799, 1953, 2338, 2470, 3624, 1580, 1196, 1200, 180, 3253, 3254, 3257, 185, 2617, 833, 1091, 3527, 2762, 1884, 2396, 733, 95, 736, 608, 2916, 231, 2795, 3052, 2161, 2302]","[2916, 608, 2028, 2700, 3253, 3052, 231, 180, 1580, 1676]",0.1,0.024635036496350363,0.1325925925925926,10.8728202962619,0.731111111111111,2.822608724069559,0.2222222222222222,0.7951657524814092,0.8969072164948454
23,"[2054, 1544, 2064, 541, 3101, 3618, 1060, 2599, 2600, 3624, 555, 1580, 2100, 1077, 2617, 2105, 1089, 1090, 2628, 1097, 3147, 1617, 593, 2641, 1625, 608, 2657, 3175, 1645, 1653, 3701, 2692, 648, 1674, 1676, 661, 1690, 3751, 1196, 1200, 3256, 187, 1212, 1213, 1214, 1215, 1729, 1219, 1222, 2761, 2762, 2253, 1234, 1748, 1240, 3809, 1252, 3300, 235, 748, 2797, 2288, 1784, 2858, 2355, 1356, 2384, 1876, 2901, 858, 2396, 1375, 1376, 2916, 357, 2407, 1388, 367, 3952, 1909, 377, 2948, 903, 904, 908, 2455, 2968, 924, 1953, 435, 2997, 442, 3527, 457, 2011, 3556, 2021, 3052, 1517, 1527, 2554, 1019]","[260, 780, 1805, 3471, 911, 788, 2712, 161, 1965, 1584, 3253, 1206, 3000, 316, 196, 3396, 2502, 327, 968, 329, 1994, 1223, 589, 592, 2640, 3793, 595, 2140, 1500, 1372, 1258, 750, 111, 2160, 1148, 1407]","[1965, 1374, 589, 260, 1921, 1732, 2987, 750, 3481, 111]",0.0,0.0801094890510949,0.25070615034168564,9.735611286771169,0.8303703703703704,1.985102943615939,0.1388888888888889,0.5579780239523999,0.8969072164948454
24,"[1027, 260, 261, 1674, 3210, 266, 1784, 2064, 919, 920, 153, 3354, 539, 3361, 2723, 2858, 2987, 1965, 1197, 1198, 1968, 1584, 2100, 3254, 1079, 1721, 953, 1213, 2243, 2628, 3448, 2248, 1358, 590, 2640, 2001, 592, 593, 2132, 2396, 3039, 608, 2145, 1633, 1635, 2915, 2023, 2791, 2795, 2028, 2797, 1777, 1394, 1270, 2424, 2683, 1663]","[2692, 648, 1291, 3471, 912, 2716, 2081, 1193, 1580, 3000, 318, 1090, 329, 858, 1247, 2144, 2657, 3175, 2407]","[318, 2291, 2501, 2470, 1291, 357, 648, 457, 1242, 509]",0.0,0.06759124087591241,0.34978401727861774,8.422611046453127,0.8066666666666666,3.4148130884680152,0.15789473684210525,0.3785988060390612,0.8969072164948454
25,"[1921, 2692, 3717, 1544, 1291, 1676, 780, 2700, 2324, 150, 2712, 3745, 3623, 3751, 3753, 2987, 1580, 1196, 1198, 2094, 2355, 2490, 2628, 2501, 2502, 329, 588, 2253, 1356, 1876, 3798, 1882, 1371, 2011, 1372, 1373, 1375, 1376, 737, 3175, 1387, 2028, 1391, 2804, 1909, 1270, 2683]","[260, 3793, 435, 788, 1653, 2716, 1917, 1374, 223]","[3793, 2858, 260, 1197, 589, 1527, 2762, 3624, 2701, 2706]",0.0,0.046021897810218974,0.16233148295003974,10.722339160742134,0.767037037037037,2.9624907864605916,0.2222222222222222,0.35256832412172806,0.8969072164948454
26,"[1028, 2053, 2054, 1544, 3082, 1035, 524, 529, 540, 3101, 2081, 2082, 1586, 2100, 1588, 1079, 2622, 1088, 1090, 1608, 1097, 589, 593, 595, 1625, 94, 95, 2144, 2145, 609, 612, 3173, 3686, 104, 1645, 628, 1663, 135, 2700, 2701, 2706, 2712, 673, 1186, 1196, 1198, 1711, 3252, 3253, 3254, 694, 185, 3257, 2243, 2248, 207, 719, 216, 1240, 1246, 1247, 736, 231, 2791, 2797, 1777, 1779, 2291, 2805, 1270, 1271, 248, 1784, 252, 765, 1285, 2312, 1801, 780, 788, 1302, 3361, 2858, 2355, 315, 830, 318, 2881, 3408, 337, 339, 852, 344, 1370, 350, 1376, 2915, 2916, 2407, 361, 1387, 1388, 1394, 370, 3448, 2424, 377, 1917, 381, 1409, 2447, 2459, 2470, 1961, 3501, 1968, 445, 454, 455, 1485, 2011, 3039]","[260, 261, 517, 648, 3210, 1291, 784, 1682, 539, 2716, 161, 1584, 435, 3255, 1721, 2302, 832, 2628, 3528, 1994, 587, 588, 586, 592, 466, 724, 1876, 3287, 2906, 3809, 2795, 1644, 1517, 1391, 368, 1393, 2420, 2683, 1020, 2558]","[1721, 539, 1674, 1197, 586, 1393, 2420, 3107, 1291, 590]",0.0,0.02208029197080292,0.1968595041322314,10.361844855870574,0.7703703703703704,3.6504446037352865,0.15,0.6621137423456802,0.8969072164948454
27,"[898, 260, 905, 908, 3469, 912, 913, 922, 923, 926, 2858, 2987, 300, 1198, 2100, 2997, 1207, 955, 318, 1097, 1237, 858, 3037, 1136, 1394, 1276]","[2948, 1252, 3593, 910, 1262, 1617, 541]","[919, 903, 1252, 1247, 904, 910, 1234, 1244, 750, 2300]",0.0,0.0,1.0,12.560332834212442,0.867037037037037,3.285816341820433,0.2857142857142857,0.23535109180711322,0.8969072164948454
28,"[1537, 1284, 904, 3210, 1291, 778, 3471, 1302, 3101, 2080, 1193, 2858, 1196, 1197, 1198, 1200, 1214, 318, 2881, 454, 2248, 1097, 2762, 3793, 1617, 593, 1748, 2132, 1240, 2908, 2396, 608, 357, 2797, 1136, 1266, 1271, 1278]","[898, 260, 1285, 648, 906, 266, 912, 919, 3097, 2599, 1968, 2997, 3000, 1208, 2011, 1244, 1247, 2657, 1387]","[260, 858, 2987, 1270, 589, 457, 541, 1374, 1961, 2028]",0.0,0.07828467153284671,0.3148251748251749,8.976784765233969,0.824074074074074,3.1520257829929212,0.05263157894736842,0.22009176629808017,0.8969072164948454
29,"[260, 2948, 1287, 2058, 1291, 912, 1304, 541, 288, 1953, 3753, 1196, 1580, 1200, 2617, 2490, 318, 1215, 2115, 1222, 3527, 3654, 2762, 1356, 589, 3793, 1240, 1370, 1242, 474, 733, 1374, 353, 2916, 1252, 1387, 1262, 1527, 377]","[1376, 163, 457, 1198, 3639, 3256, 858, 1214, 2366]","[1214, 457, 858, 2028, 1198, 593, 1197, 1376, 1089, 1617]",0.0,0.031532846715328466,0.16875000000000018,10.824180429638144,0.7884656084656084,0.4357517834750093,0.5555555555555556,0.6659422005959306,0.8969072164948454
30,"[1216, 608, 2692, 3911, 1097, 2858, 2686, 589, 593, 2966, 150, 1784, 1213, 318]","[3554, 2762, 2028, 1617, 2997]","[3147, 1617, 2028, 2329, 3481, 3499, 2501, 3176, 1193, 2959]",0.0,0.0,1.0,12.560332834212442,0.7248148148148148,4.439245708334253,0.4,0.38356636737133565,0.8969072164948454
31,"[898, 2948, 648, 905, 3210, 2064, 1297, 1304, 2716, 2080, 3363, 1580, 1197, 2355, 2300, 2747, 955, 2366, 587, 1485, 2001, 1234, 1235, 2135, 3675, 2144, 2657, 2915, 357, 1125, 2407, 368, 1777, 1136, 1270, 3448, 1276]","[3396, 910, 1077, 2078, 3039, 3037, 2302, 1663]","[1079, 3037, 1278, 2804, 2791, 3504, 1028, 2243, 1244, 3361]",0.0,0.0,1.0,12.560332834212442,0.5274074074074075,5.5725256552172695,0.125,0.15958907712489634,0.8969072164948454
32,"[608, 1088, 2916, 3751, 457, 266, 3147, 2028, 2762, 1358, 2959, 2858, 1617, 593, 589, 247, 3101]","[1208, 474, 1784, 3556]","[318, 2396, 3481, 2908, 2291, 3408, 3176, 2324, 1721, 265]",0.0,0.022883211678832116,0.16634768740031913,10.919208219028397,0.6148148148148149,7.179421422348295,0.0,0.0,0.8969072164948454
33,"[1028, 2565, 1035, 2064, 2080, 555, 1584, 3639, 1080, 1079, 1088, 1089, 1090, 1097, 586, 3147, 589, 590, 1103, 1104, 1615, 594, 592, 2132, 593, 608, 1635, 1125, 111, 2160, 1136, 3186, 1674, 653, 3727, 1682, 2194, 150, 3735, 154, 2716, 1193, 1198, 1200, 1206, 1207, 1208, 1721, 3256, 2747, 1214, 1729, 1219, 1222, 2762, 1231, 1234, 1235, 1240, 1246, 1247, 1252, 2791, 1258, 2795, 2797, 2288, 1266, 3827, 1270, 1784, 1792, 260, 1291, 1302, 1304, 3363, 2346, 2858, 300, 2353, 316, 318, 2366, 1345, 3396, 1348, 3398, 1350, 3911, 1358, 2384, 337, 1367, 858, 2396, 1372, 1374, 2915, 2916, 1892, 1387, 1393, 1394, 377, 2941, 2948, 903, 904, 908, 910, 2959, 912, 3471, 914, 1945, 2459, 924, 923, 926, 1953, 1961, 3499, 3504, 2997, 1982, 454, 3527, 1994, 2001, 474, 1517, 2554, 1019, 508, 509]","[1287, 1299, 2455, 919, 538, 3868, 3101, 1196, 2867, 3253, 949, 953, 3386, 1339, 1213, 1086, 2115, 2124, 1356, 2640, 595, 1625, 2908, 1245, 733, 223, 3682, 1653, 1278, 1663]","[919, 2028, 541, 1196, 1617, 1287, 750, 3448, 457, 2987]",0.0,0.03226277372262774,0.17171945701357472,10.814778438704279,0.8412169312169313,2.896912615540557,0.1,0.3932783996463063,0.8969072164948454
34,"[1028, 1285, 2054, 2572, 2700, 3087, 529, 2324, 919, 3481, 2329, 3868, 1278, 543, 3361, 2081, 163, 2471, 2858, 3499, 1196, 1197, 2478, 1968, 3253, 1207, 1079, 3257, 2747, 3264, 1350, 838, 2248, 455, 2378, 587, 1097, 2558, 3785, 3408, 3536, 2001, 339, 2011, 2396, 1500, 222, 3039, 2144, 353, 2145, 2915, 1895, 1258, 1387, 2795, 1645, 1393, 2291, 2804, 1270, 2424, 2302]","[2716, 1091, 1219, 3623, 2791, 1994, 2160, 2100, 2581, 2710, 1784, 1721, 539, 1148, 318]","[2716, 3210, 593, 2797, 1784, 2791, 3448, 1394, 1517, 2028]",0.0,0.01083941605839416,0.10000000000000009,11.738900922132366,0.6203703703703705,6.130133272289814,0.2,0.38363315291837646,0.8969072164948454
35,"[1028, 2692, 1029, 904, 1801, 1674, 3083, 908, 2312, 910, 912, 1148, 914, 1276, 788, 918, 919, 1302, 1172, 154, 1945, 2966, 2078, 2081, 1185, 3751, 2087, 2858, 1196, 3501, 1198, 2478, 945, 2100, 1080, 953, 2762, 1358, 1103, 3408, 592, 1231, 728, 1370, 3675, 2396, 1247, 608, 1760, 1252, 3176, 1264, 1393, 1266, 3061, 2300, 1278]","[2080, 2336, 1732, 357, 838, 1035, 1643, 1197, 911, 1136, 2863, 595, 2420, 2424, 1949, 318]","[920, 1197, 2804, 1207, 3668, 2080, 2324, 858, 2067, 594]",0.0,0.003759124087591241,0.10000000000000009,11.89168278149412,0.7461904761904764,3.1196249405257586,0.125,0.21726071285222986,0.8969072164948454
36,"[1544, 2058, 524, 2064, 3101, 2078, 541, 2081, 3623, 2599, 1580, 2605, 2094, 1584, 2100, 3639, 1079, 2105, 2617, 1090, 2628, 1608, 587, 3147, 589, 588, 592, 593, 1617, 595, 608, 2145, 3175, 1653, 1663, 647, 648, 1674, 1676, 2700, 3727, 2194, 2706, 1172, 2716, 161, 165, 3753, 1196, 1197, 172, 1198, 1200, 3255, 3256, 1208, 1214, 2243, 196, 2248, 3785, 2761, 2763, 2762, 3793, 1244, 223, 2791, 235, 2797, 1264, 2288, 1266, 1270, 247, 246, 1276, 1278, 256, 260, 1285, 1291, 780, 1805, 1297, 2858, 2355, 316, 329, 1356, 1358, 3408, 1876, 852, 1370, 858, 1372, 1376, 2915, 2916, 1387, 3952, 1393, 1907, 1909, 1911, 2424, 3448, 377, 1405, 912, 2967, 924, 1960, 1449, 2987, 3504, 2490, 2502, 3527, 454, 1480, 1485, 466, 474, 3037, 3039, 1517]","[2948, 2694, 2312, 2702, 2959, 3087, 1299, 788, 2580, 3745, 3361, 555, 1968, 2353, 1586, 3253, 1080, 2115, 1476, 457, 1097, 2640, 2001, 1240, 1882, 733, 1374, 2023, 232, 2407, 3176, 3052, 1645, 2028, 111, 1136, 368, 3827, 1527, 2683]","[2028, 457, 318, 3481, 1994, 1097, 2455, 1625, 1240, 733]",0.0,0.028284671532846715,0.1536774193548387,10.87556836990411,0.8625925925925925,2.607808999654712,0.125,0.5672274908036508,0.8969072164948454
